video_id,objectlabels_groundtruth,generated_caption,objectlabels_rouge1_recall,objectlabels_bert_precision,objectlabels_bert_recall,objectlabels_bert_f1
e3BdNhbiDwA_230.000_240.000,juicer arm watch,"The video features a man playing the violin in a concert hall, with the camera capturing his fingers on the strings as he plays a familiar tune. The man appears focused and passionate, looking off into the distance as he performs, and he finishes the piece with a slight smile at the end. The setting is grand, with high ceilings and light-colored walls that contribute to the sophisticated atmosphere of the performance. The camera angle and focus on the perform",0.0,0.7858,0.7892,0.7875
e6Df7Ocuqcs_180.000_190.000,dog forest,"The video features a man standing in a green, lush garden. He's wearing a hat and glasses and appears to be engaged in a conversation. There are wooden structures and greenery around him, including a garden swing. His stance suggests he's standing confidently and is the focus of the video. The camera captures him from a side angle, giving us a view of his body, while his gaze is directed down and to the side, indicating he's",0.0,0.774,0.8171,0.795
eRiuGf1nzM0.3,woman newsroom,"The video depicts a group of people gathered around a news anchorwoman who is delivering a report, with various individuals interspersed in the frame. There's a sense of discussion or a press conference happening, as suggested by the setting and the participants' body language. The room's ambiance suggests it might be a press briefing or a media-related event, possibly a public announcement or a policy statement. The background is blurred, emphasizing the",0.0,0.7748,0.8064,0.7903
evy2azZk3kE_40.000_50.000,man instrument harp,"This video captures a moment in the daily life of an individual engaged in the task of cutting openings in an item. The person, whose face and identifying features are blurred to protect their privacy, is using a pair of scissors to cut the fabric or material that is on a table or flat surface. The scissors have a prominent blade and a pointed tip, which is cutting through the material with precision and ease, demonstrating the person's skill in",0.0,0.7753,0.8034,0.7891
fWwV7o4VjEQ_30.000_40.000,paint woman,"In this video, we see a man dressed in a black coat standing indoors. He is speaking animatedly and gesturing with his hands, likely explaining something to an audience. The location appears to be an unfinished room with exposed brick walls and a sloping floor, suggesting that it might be an underground or basement area. There's a large skylight high up, allowing some natural light to enter the space. The man seems to be engaged in delivering",0.0,0.7717,0.8429,0.8057
g7sVjiG-ytg_110.000_120.000,computer screen white stripes,"The video appears to show the sky with varying brightness levels. At the beginning, it is bright, suggesting that it could be either early morning or late afternoon with the sun high in the sky. The lighting transitions to a dimmer state, indicating that it is either late afternoon or early evening. The colors and hues change, possibly suggesting the transition from daylight to twilight or the onset of night, as the lighting becomes darker. The scene is overcast",0.0,0.7742,0.8041,0.7888
h8myevRe4r0_0.000_10.000,text,"The video showcases a musical performance, with the focus on the hands of two people playing a piano. One person is shown playing the piano keys, likely demonstrating a specific piece of music or playing an improvised tune, while the other person is not playing, but rather using their hands to keep the rhythm and possibly guide the performer. The camera may pan or zoom in on the hands at different positions to capture close-up shots of the finger movements, emphasizing the technique",0.0,0.7635,0.8087,0.7854
hJYU3nBSyFo_10.000_20.000,red car,"In the video, a person is demonstrating the process of drilling and attaching a screw to a piece of wood. The person first uses a screwdriver to position the screw and then proceeds to drill the hole into the wood using a power drill. After securing the screw in place, the individual attaches a nut and washer to the top of the screw. This action is shown in a close-up shot. The overall focus of the",0.0,0.7779,0.8348,0.8053
izQ3nLG4wU0.12,man table basketball game,"The video features a hand holding a phone case, presumably made by Busheritt, and they are either opening or closing the device using a manual mechanism. The camera is positioned in a way that captures both the hand and the phone case, and there is a wooden background which appears to be a fence in the backdrop. The lighting is natural, suggesting that the scene is likely set outdoors. The hand can be seen holding the phone case on the wooden surface,",0.0,0.7836,0.8193,0.801
j53tAI-EGcI_30.000_40.000,deer cuckoo clock,"This is a short video clip featuring a hand holding a ball, which is shown in focus and appears to be in motion. The hand is positioned to the right of the frame, with the ball to its left. The clip provides a glimpse into an everyday activity that many people do, particularly during break time at school or work, where one might throw and catch a ball, perhaps for relaxation or exercise. The video captures the simple and candid nature of the moment, and",0.0,0.7859,0.7842,0.7851
jn9rHjphwtY.3,TV program woman man,"The video features a man dressed in a suit playing the piano inside a building. He wears a pair of glasses and appears to be deeply engrossed in his music. The lighting in the room is dim, giving a moody ambiance to the scene. The man's fingers move swiftly across the keys, showcasing his skill and mastery of the instrument. The camera angle is from an overhead view, providing a broad perspective of the man and his immediate surround",0.25,0.7899,0.8262,0.8076
kVDixF4dN3g.9,woman people lecture flower stone,"The video features a group of four men sitting in a meeting room, engaged in a conversation. There is a panel-style table in the middle with a screen behind them. Two men are wearing black shirts, one has a beard, and the other is balding, while the man on the far right is wearing glasses and a black sleeveless top. The camera is panning in and out, suggesting a dynamic and interactive conversation. The overall setting appears to",0.0,0.7728,0.8345,0.8025
mAG7Kwi9KOI.71,dog shoes woman clothes man,"The video shows a man with short, light brown hair, wearing a blue plaid shirt, speaking directly to the camera. Behind him, there are three globe icons on a white background, representing various continents. He starts by showing them individually, then proceeds to combine them into a single image, moving from left to right. The man's name, ""Diego Martínez,"" is displayed in the bottom right corner. The overall theme of the video seems to be focused",0.2,0.7733,0.7919,0.7825
mNsYlojC_kM_230.000_240.000,woman street skateboard people overpass house chair bridge,"The video appears to be a screenshot from a desktop computer displaying the installation process of a software called ""Tally"" for the Apple Mac OS. The screen shows a user interface with a download dialog box, indicating that the software is being downloaded from the internet. The text ""Installing Tally for Apple OS"" appears at the bottom of the screen, suggesting that the process is underway or completed, and the user is being prompted to allow or wait for the software installation. The background includes",0.0,0.7798,0.7999,0.7897
ockTDkyCbiY.22,man coat glove hat tree snow,"The video features a large, friendly whale floating on a calm ocean with mountains visible in the background. The whale appears to be enjoying a piece of food. The scenery is serene with a blue sky, and there are multiple trees around, possibly indicating a lush jungle or forested island. The video seems to capture the natural beauty of the underwater world with clear visibility.",0.0,0.7923,0.7902,0.7912
p63sYVCLVUk_30.000_40.000,man grinder metal,"The video shows a group of tall buildings in a city setting. The architecture of the buildings suggests that they are likely modern or contemporary, as they feature clean lines and reflective glass surfaces. The lighting in the video indicates it could be either dawn or dusk, as the sun is low on the horizon. Overlaying the buildings is a news ticker that seems to report on a topic related to the buildings or events within them. The text is fast-paced, with words",0.0,0.7746,0.7803,0.7775
pZF-hff52ts_60.000_70.000,sniper scope gun shoot soldier compass video game,"In the video, a young woman with blonde hair is seen resting on a chair. She has a blue and grey blanket spread out on her and her eyes are closed, suggesting she might be asleep or simply enjoying a rest. Her head is tilted slightly towards her left side. The background appears to be a residential setting, with a wooden floor and a window visible, indicating that the room is most likely part of a home. The woman is wearing a light",0.125,0.7749,0.7917,0.7832
piYDsIrSvME.27,man trees,"The video features a person holding a novelty Star Wars-themed egg. They are about to crack the egg open and do something with the yolk inside. However, before they can do that, the video pauses to allow for a brief moment of observation. The action of the person cracking the egg and the contents being poured into a container is then displayed in the video.",0.0,0.7815,0.8392,0.8094
prmGPzSpZtg.20,people crowd convention paper car,"This video depicts a young woman with a cheerful and attentive demeanor while applying makeup to her right eye. She is dressed in a black and red plaid shirt, which features a pattern of alternating red and black stripes, giving it a sporty appearance. The background reveals a simple, white-walled room, presumably a bathroom, given the presence of a sink. On the wall, a clock is hanging, and the color",0.0,0.7686,0.8183,0.7927
pyehK5UGPk8.17,man coat wall glasses room,"This video is a thrilling scene from the movie ""The Fast and the Furious"" where the protagonists are engaged in a high-speed car chase, racing through the city streets. The camera angle shows the cars in action, emphasizing the thrill of the scene. The video conveys the high-energy and intense nature of the chase, with the cars speeding, weaving, and performing daring maneuvers on the city roads, showcasing the",0.0,0.7824,0.804,0.7931
r5kMQR8qbcQ_30.000_40.000,wind bell wild trees flower,"The video shows a man who is demonstrating a camera lens adaptor for Sony cameras. He holds the device in his hand, showcasing its features and explains its functionality. The device is connected to a Sony camera, with visible cables connecting the two. The man talks about its design, compatibility, and possibly its advantages or applications for photographers and videographers using Sony cameras. The setting seems to be indoors, possibly in a studio or convention space,",0.0,0.7922,0.7948,0.7935
rCqVWGlMXcY.1,man shirt brick wall logo earth,"The video depicts a first-person view from a video game where a player is navigating through a snowy environment with a large gun slung over their shoulder. The character enters a building from the left, and the interior is shown, revealing a few people lying on the ground and one person seated. The player takes cover behind a pillar, aiming their weapon and shooting at another character in the distance. The character then rushes towards the right, out of the",0.0,0.7853,0.8115,0.7982
rzHXGinD6ZE_20.000_30.000,woman dress door Spider-Man car,"This is a video of a young adult male sitting in a room, facing the camera and speaking directly into it. He appears to be wearing a black t-shirt with the word ""Driftwood"" printed on it. The lighting is bright, suggesting an indoor environment. Behind him is a bed, which seems to be made up, with a pillow visible. The room has a casual, relaxed atmosphere, with the young man looking comfortable and confident, gest",0.0,0.8099,0.8178,0.8138
s8UnuTvElzQ_0.000_10.000,instrument red carpet,"The video displays an array of colorful icons and graphics, set against a blue background with a cloud-like pattern on the right side. The majority of the screen is occupied by a large, red, round button-like icon with a line that appears to be a signal or an alert. There's a faint, red line running across the top of the button, and its design is reminiscent of a stop sign or a hazard icon. To the right of this large",0.3333,0.7676,0.7943,0.7807
sEHxWBHUAlM.121,man room computer motherboard box mouse,"This video features a skilled craftsman working diligently on a project. The primary focus is on the hands of the person, which are busy at work on a piece of wood. The individual appears to be cutting or shaping the wood with precision, indicating a high level of proficiency in their craft. The hands work swiftly and with an apparent level of expertise, suggesting that this activity might be a hobby or a career in which they excel. The video provides",0.0,0.7894,0.8031,0.7962
uKGo4phKqLM_10.000_20.000,woman crowd dance,"The video features a scene of a black sports car parked near a building. The camera angle is from a side view, and it focuses on the vehicle's right front wheel, and the wheels and tires can be seen. The black sports car appears to be parked outside during the daytime, under a clear sky. The color of the sports car is predominantly black, and its design suggests a convertible type, likely a luxury model, given its sleek",0.0,0.7775,0.8375,0.8064
uLWBKxHSwyY.36,man red shirt hat room green fire tree rollercoaster,"In the video, there is a man who is speaking directly to the camera. He has a beard and is wearing glasses, suggesting that he may be of adult age or possibly middle-aged. The man is dressed in a casual, western-style jacket and appears to be indoors, possibly in an office setting, given the presence of a chair and a few other items in the background. He seems to be in the middle of delivering a presentation or a talk",0.1111,0.7765,0.789,0.7827
uLcn-Q-TLO8.39,dog golden retriever floor woman room glass,"The video features two clocks side by side, both displaying the time at ten minutes to seven. One clock is a classic analog model with a black background and white numbers, while the other is a digital display with a red background and red numbers. The analog clock is situated above the digital clock, and both are attached to a wall by a red bracket. To the right of the analog clock, there's a decorative object, which appears to be a clock with Roman numerals and",0.0,0.7718,0.7718,0.7718
v266CJ4-yhA.12,host TV man woman,"The video is a lively depiction of a game of golf being played on a grassy course with a variety of players engaged in the sport. Two men in the center of the frame are dressed in black jackets, one wearing a cap and the other a white glove on his right hand. The player in the cap is seen tossing a golf ball from the ground into the air and then hits it off into the distance, possibly making a shot. Meanwhile, two women and a",0.0,0.7721,0.8211,0.7959
vB00cAT5iPo_60.000_70.000,hamster white broccoli table,"The video appears to be a television show or broadcast segment featuring multiple participants in a newsroom setting. The main anchors are women who appear to be reporting a story, while an additional man and a woman are seen in the background. The man is standing in front of a bookcase, and the woman is seated at a desk with papers and what looks like a laptop. The participants are dressed in semi-formal business attire, suggesting a professional or news setting. At one point",0.0,0.7778,0.7763,0.7771
wC-L0S7Lz_0.46,knife rope glove paper floor,"This video captures a moment where a deer's head is prominently displayed in the foreground, surrounded by various objects that are placed on a shelf. The deer's head has antlers and a large, brown facial structure, which appears to be a model or a statue. The shelf seems to have multiple levels with items on it, some of which are partially obscured. The perspective is from below, looking up at the deer's head,",0.0,0.7848,0.7984,0.7915
wllkJ2lazaI.4,man earth space ocean,"In the video, we see a man sitting on the ground, seemingly in a peaceful and natural environment, surrounded by rocky terrain. He is holding a large wooden musical instrument with his hands close to his face, appearing to play it with his fingers. The focus is on the man and his activity, with the background being quite blurry, hinting at a possible setting in nature. He is wearing casual, loose clothing, which gives a sense of relaxation and",0.25,0.7876,0.8095,0.7984
xfNeZaw4o3U_17.000_27.000,man bicycle bike road street,"The video shows a group of people in a room with wooden walls and a tiki bar in the background. The people are engaged in conversation and activities typical of a casual setting. Some people are wearing green hats or have greenery in their hair. The focus is on a man wearing a green hat who talks to a young girl with a purple shirt, and a man sitting behind them, wearing a green hoodie, appears to be sleeping or un",0.2,0.7862,0.8132,0.7994
y2ZbO4KBLnY.3,man motorcycle road sunglasses,"The video is a close-up shot of a person's face with no facial features visible, showing only the lips and part of the chin. The background is out of focus, and it appears to be nighttime, indicated by the darkness and the illuminated face. The lighting on the face is very bright, giving it a distinct glow. The lips appear very red, and it seems like they could be in motion as if they are speaking or in a pout",0.0,0.7763,0.8337,0.804
yBYd03Hr2kQ_320.000_330.000,instrument guitar pedal,"In the video, we see a rocky riverbed with rough, brownish-green water that appears to be relatively shallow with some visible tree roots sticking out. The sound of flowing water and bird chirping can be heard. The video also features the phrase ""L'Eau est claire comme le ciel,"" which is French for ""Water is as pure as the sky.""",0.0,0.7778,0.7988,0.7882
z3xiKSDoZEI_160.000_170.000,scissors cloth table,"The video features two news anchors, a man and a woman, who are hosting a news segment together. The man, presumably the lead news anchor, is speaking first, addressing his viewers and then passes the microphone to the woman who takes over the conversation. The woman proceeds to introduce a topic, possibly a story related to a certain event, while the man appears to be visibly upset or disgusted. The man then interjects, appearing agitated or",0.0,0.7781,0.7743,0.7762
zUCZ4R0NNes_0.000_10.000,woman sofa,"The video features a young man standing in front of the camera. Behind him, a large image of the Earth is displayed, showing the planet's surface with continents, oceans, and clouds. The young man is dressed casually and appears to be engaged in a conversation. The Earth image in the background is a highly detailed, three-dimensional representation of the Earth, possibly a NASA satellite image or a digitally enhanced version that displays the planet's topography in real",0.0,0.7754,0.8391,0.806
zZU-PJA5Woo_30.000_40.000,band instruments,"The video features a person lying down on a concrete surface with their hands raised to their face, possibly in a playful or defensive gesture. They are wearing a sweatshirt with a distinctive graphic design. The scene appears to be an outdoor area with a natural stone or cement-like texture beneath the individual, and there is no significant context or backdrop that allows for more detailed description. The setting appears to be during daylight with no visible indication of extreme",0.0,0.7758,0.8184,0.7965
ze0vbGinCyY.54,men room table,"In the video, there is a man sitting at a desk and typing on a cellphone. The setting seems to be an office environment. The man is wearing a white shirt and black shorts. Behind him, there is a stack of bags and a shelf. The desk is mostly clear, with the exception of a few items. The camera angle is from a close-up shot of the man from the side, and it seems like the video was recorded with",0.0,0.7829,0.791,0.7869
